news_title
"[""'EBS·e학습터 접속오류'…2차 온라인개학 앞두고 잇단 장애(종합)""]"
"['KT, 온라인 개학 지원 위해 인터넷속도 무상 증속']"
['2차 온라인 개학 코앞인데…‘EBS 온라인 클래스’ 또 오류']
"[""Sh수협은행, 송파구 지역아동센터 19곳에 '사랑해PC' 기증하고 온라인 개학 지원""]"
"['신한은행, 온라인 개학을 맞아 교사에 금융교육']"
['사실상 전면 온라인 개학 임박...광주·전남 교육계 긴장']
"['문체부, 초·중·고 온라인 개학 학습 활용 콘텐츠 공개']"
"['KB국민은행 Liiv M, 초·중·고 온라인 개학 맞아 통신비 지원']"
"['국민은행 리브엠, 온라인개학 초·중·고 통신비 80% 할인']"
"['아이스크림 홈런, ‘온라인 개학’ 지원 서비스 오픈']"
"['KB국민은행 Liiv M, 초·중·고 온라인 개학 맞아 통신비 지원']"
"['아이스크림 홈런, ‘온라인 개학’ 지원 서비스 오픈']"
['“사실상 등교 개학될라” 긴급돌봄의 딜레마']
"[""사상 첫 '온라인 개학'에 '온라인 교생실습' 허용""]"
"['EBS 온라인클래스 또 2시간40분간 접속 불안정…""시스템 오류""(종합)']"
"['서울시교육청, 온라인 개학 교사 돕는다']"
"['투표소로 쓴 학교, 총선 다음날 오후 1시에 온라인 개학']"
['등교개학 시점 신호 엇갈리는데… 원격수업 ‘플랜B’ 없는 교육부']
"['국민은행, 초·중·고 온라인 개학 맞아 리브엠 통신비 80% 인하']"
"['KINS, 2차 온라인 개학 앞두고 취약계층에 노트북 20대 제공']"
"['\'초등생까지 312만명\' 2차 온라인개학…""서버 버틸지 걱정""']"
"['NE능률, 교과서 및 참고서 PDF 무상 제공으로 온라인 개학 지원']"
"['""온라인 개학, 업그레이드 된 클로바더빙으로 영상 편집하세요""']"
"['""2단계 온라인 개학, 힘든 점 없습니까?""']"
"['온라인개학·코로나19 집콕족 ""홈테인먼트 제품 산다""']"
"[""초중고 온라인 '2차 개학' 이틀 앞으로""]"
['경기도 ‘학교 밖 청소년’ 온라인 개학']
"['[동정] 유은혜 부총리, 초등 돌봄교실 등 온라인개학 준비 점검']"
"[""16일 '2차 온라인 개학' 대비 서울 학교 인터넷 속도 2배로""]"
"[""농협손보, 온라인수업 지원'태블릿PC 나눔' 전개""]"
['2차 온라인 개학 코앞인데…‘EBS 온라인 클래스’ 또 오류']
"['경북 초등 4~6학년생, 14일 온라인 예비개학']"
"[""'어서와! 충남온라인학교' 중학생 원격수업 전용 운영""]"
['하남시 ‘온라인 개학’ 전방위 지원…스마트기기 등']
"[""오리온, '온라인 개학' 맞은 아동·청소년에 스낵박스 지원""]"
['부산교육청 온라인 수업 문제해결 인공지능 챗봇 도입']
"[""'312만명 접속' 2차 온라인 개학 앞두고…EBS '또 먹통'""]"
"['교생실습도 온라인으로…교대생 ""의견수렴 없었다"" 반발']"
"['OK금융그룹, 온라인개학 대비해 임직원에 노트북 지급']"
['온라인 수업 저작권 교육 무료 컨텐츠 배포']
"['최대 300만명 동시 접속…사흘 앞둔 ‘2차 온라인 개학’, 불편은 여전']"
"['KB국민은행 Liiv M, 초·중·고\xa0 온라인 개학 맞아 통신비 지원']"
['400만명 동시접속...2차 온라인 개학 16일 최대 고비']
['2단계 온라인 개학…스마트기기 2천대 대여']
['2차 온라인 개학 앞두고 EBS 또 접속 장애']
"['유은혜·최기영, 2단계 온라인개학 ""모든 경우의 수 대비""']"
['경남 초·중·고 16일 2단계 온라인 개학 대비 동시접속 테스트']
"['KT, 스쿨넷 속도 500Mbps로 무상 증속…""온라인 개학 돕는다""']"
"[""유은혜 화상회의도 끊겼다…550만명 '온라인 등교' 어쩌나""]"
['[경기도교육청] 온라인개학 학생 원격수업 지원 ‘1396콜센터’ 운영 外']
"['온라인 개학도 개학, 고교 신입생의 성공적인 시작을 위한 ‘4계명’']"
"[""인천교육청, '온라인 개학' 교육복지 공백 촘촘히 살핀다""]"
['박승원 광명시장 “학습코디네이터 배치 온라인 개학 지원할 것”']
"['온라인 개학 맞아 무료 디자인 플랫폼 ""미리캔버스"" 인기']"
"[""KT, 온라인 개학 지원 위해 '학교 인터넷 증속'""]"
['[이슈토크] 온라인 개학…교육 현장 대응은?']
"['이희진 영덕군수,온라인 개학에 따른 쌍방향 원격수업 참관']"
['온라인 교육의 시대 뒤편에 머무는 교육당국[광화문에서/김희균]']
"[""[단독]혁신지원사업 후진학선도형 '온라인 인터뷰' 가능성 언급""]"
"['신한생명, 온라인 개학 위해 소외계층 아동과 청소년에게 PC 지원']"
"['""등록금만 500만원, 교수님 왜 수업 안 해요?""… 온라인 부실 강의에 대학생들 \'한숨\'']"
"[""'온라인 개학' 한국수자원공사 대전시에 학습용 컴퓨터 기증""]"
"['화천군, 온라인 개학 대비 노트북·태블릿PC 지원']"
"['의성군, 온라인 개학 위해 전 학급에 웹캠 181대 지원']"
"[""학생 '400만' 온라인 등교‥'2차 개학' 준비 총력""]"
"['광주시교육청, 초등 온라인 개학 대비 사전 모의수업']"
"['부산교육청, 온라인 수업 공동 교육과정 개설']"
['학생리포터…온라인 개학과 수능']
['2단계 온라인 개학 대비 준비 상황 점검']
"[""서산시, 온라인 개학 대비 정보화 취약계층 학생에 '그린PC 보급' 완료""]"
"['[동정] 교육부·과기부 장관, EBS서 온라인개학 준비 점검']"
"['16일, 초중고 312만7000명 2차 개학']"
"['교육부, 16일 2단계 온라인 개학 앞두고 인프라 점검']"
"['대구교육청, 특수학교 안정적 온라인 개학 현장지원']"
['초등학교 온라인 개학 시간표 살펴보는 유은혜 부총리']
"['강서구, 온라인 플랫폼 활용 아동참여위원회 지원']"
"['서산교육지원청, 온라인 개학 맞아 그린PC 지원 학생 가정 방문']"
"[""아산시, 온라인 개학에 '친환경농산물 꾸러미' 판로 확대""]"
"[""16일 400만명 개학하는데 어쩌려고? EBS 또 '먹통'(종합2보)""]"
"[""제천 장락초 온라인 개학으로 '분주'""]"
['대입일정 연기…서울교육청 고3 진학상담 온라인 서비스']
"['2차 온라인개학 앞두고 1만3400명 기기 대여 안돼…""오늘 중 지급""']"
['충남온라인학교 시즌Ⅱ 시작…중학생 대상']
['[광주 남구소식] 온라인 수업에 행정용 컴퓨터 50대 지원']
"['인천시교육연수원, 초·중 학년별 온라인 연수 진행']"
"[""16일부터 모든 중고생 '온라인 개학'…내일까지 스마트기기 대여""]"
"['신한은행, 금융교육영상 제공해 초중고생 온라인개학 지원']"
"[""'312만명 접속 예정' 2차 개학 앞두고…EBS 또 먹통""]"
['온라인 개학에 ‘갈 곳 잃은 우유’ 어쩌나']
"['경기도교육청, 온라인개학 발맞춰 원격수업 콜센터 운영']"
['충북교육청 2차 개학 앞두고 스마트기기 추가지원']
"['교육부·과기정통부 ""2차 온라인 개학 혼란 최소화""']"
['엄마들이 챙겨야 할 ‘슬기로운 온라인 개학생활’']
['[무슨 일 이슈] 사상 첫 온라인 개학…과제와 전망은?']
"[""충남교육청, 초등 4·5·6학년 온라인 개학 앞두고 '분주'""]"
['[연합시론] 2차 온라인 개학…철저한 준비로 혼란 줄여야']
"['유은혜 부총리, 온라인 개학 대비 시스템 점검']"
['2차 온라인 개학이 원격수업 안착 분수령']
['[티브로드]<인천> [토크앤뉴스] 온라인 개학..대책은?']
"['최교진 세종교육감, 온라인 개학 학교현장 이야기 청취']"
"['신한은행, 온라인 개학 맞아 금융교육 영상 콘텐츠 제공']"
"['OK금융, 온라인 개학 임직원 가정에 노트북 140대 지원']"
"['경기도, ‘학교 밖 청소년’ 13일부터 온라인 개학']"
"['최대 300만명 동시 접속…사흘 앞둔 ‘2차 온라인 개학’, 불편은 여전']"
"['[코로나19] 농협손보, 온라인 수업 위한 태블릿PC 지원']"
"['KB국민은행 Liiv M, 초·중·고\xa0 온라인 개학 맞아 통신비 지원']"
['EBS 온라인클래스·‘e학습터’ 접속오류 잇따라']
['400만명 동시접속...2차 온라인 개학 16일 최대 고비']
['2단계 온라인 개학…스마트기기 2천대 대여']
['KT “온라인 개학 지원…교육청·학교 인터넷 속도 무료로 높인다”']
['KT “온라인 개학 지원…교육청·학교 인터넷 속도 무료로 높인다”']
"['신한은행, 온라인 개학 맞아 교사들에게 금융교육 영상 콘텐츠 제공']"
"[""아이스크림에듀, 일선 학교에 '온라인 개학 지원 서비스' 열어""]"
['2차 온라인 개학 앞두고 EBS 또 접속 장애']
"['유은혜·최기영, 2단계 온라인개학 ""모든 경우의 수 대비""']"
"['KB국민은행 Liiv M(리브모바일), 초·중·고 온라인 개학 맞아 통신비 지원']"
['경남 초·중·고 16일 2단계 온라인 개학 대비 동시접속 테스트']
"['전남교육청, 온라인개학 확대 대비 미비점 보완 총력']"
"['국립 박물관과 미술관 콘텐츠 활용, 온라인 수업 콘텐츠 ‘풍성’']"
"['KT, 스쿨넷 속도 500Mbps로 무상 증속…""온라인 개학 돕는다""']"
"['국립 박물관과 미술관 콘텐츠 활용, 온라인 수업 콘텐츠 ‘풍성’']"
"['KT, 스쿨넷 속도 500Mbps로 무상 증속…""온라인 개학 돕는다""']"
"[""유은혜 화상회의도 끊겼다…550만명 '온라인 등교' 어쩌나""]"
"['전남교육청, 온라인개학 확대 대비 미비점 보완 총력']"
['[경기도교육청] 온라인개학 학생 원격수업 지원 ‘1396콜센터’ 운영 外']
['하남시 42개교에 온라인 학습 기자재 등 지원']
"['온라인 개학도 개학, 고교 신입생의 성공적인 시작을 위한 ‘4계명’']"
"[""인천교육청, '온라인 개학' 교육복지 공백 촘촘히 살핀다""]"
['박승원 광명시장 “학습코디네이터 배치 온라인 개학 지원할 것”']
"['온라인 개학 맞아 무료 디자인 플랫폼 ""미리캔버스"" 인기']"
"['온라인 개학 맞아 무료 디자인 플랫폼 ""미리캔버스"" 인기']"
"[""KT, 온라인 개학 지원 위해 '학교 인터넷 증속'""]"
"['신한은행, 온라인 개학 맞아 교사들에게 금융교육 영상 콘텐츠 제공']"
['2차 온라인 개학 사흘 앞두고 EBS 온라인클래스 또 먹통']
"['교육부-과기부, 2단계 온라인개학 점검…""세계적 IT 역량 보여줄 기회""']"
['[이슈토크] 온라인 개학…교육 현장 대응은?']
"['KB국민은행, 초·중·고 온라인 개학 맞아 통신비 지원']"
"['경기, 학교 밖 청소년도 ‘온라인개학’']"
['부산교육청 온라인 수업에 대화형 AI 챗봇 운영']
"['이희진 영덕군수,온라인 개학에 따른 쌍방향 원격수업 참관']"
"['이희진 영덕군수,온라인 개학에 따른 쌍방향 원격수업 참관']"
['400만 온라인개학 앞서 EBS·e학습터 모두 접속오류']
"['NE능률, 온라인 개학 지원… 교과서·참고서 등 무상 제공']"
"['신한은행, 코로나 19 확산에 따른 온라인 개학을 맞아 교사들에게 금융교육 영상 콘텐츠 제공']"
['온라인 교육의 시대 뒤편에 머무는 교육당국[광화문에서/김희균]']
"[""[단독]혁신지원사업 후진학선도형 '온라인 인터뷰' 가능성 언급""]"
"['신한생명, 온라인 개학 위해 소외계층 아동과 청소년에게 PC 지원']"
"['""등록금만 500만원, 교수님 왜 수업 안 해요?""… 온라인 부실 강의에 대학생들 \'한숨\'']"
"[""'온라인 개학' 한국수자원공사 대전시에 학습용 컴퓨터 기증""]"
"['[e하남소식] ""안전한 교육환경 조성""… 하남시, 신학기 온라인 개학']"
"['전남교육청, 16일 온라인개학 확대 미비점 보완 ‘온힘’']"
"[""NH농협손보, 온라인 수업 '태블릿PC' 나눔 전개""]"
"['화천군, 온라인 개학 대비 노트북·태블릿PC 지원']"
"['의성군, 온라인 개학 위해 전 학급에 웹캠 181대 지원']"
"['NE능률, 온라인 개학 지원 위해 ""교과서·참고서 PDF 무상 제공""']"
"['신한생명, 소외아동 위한 온라인 강의용 컴퓨터 지원']"
['충남온라인학교 시즌2 시작…중 1·2학년 개학 대비']
"['정부, 2단계 온라인 개학 시스템 정비']"
"[""학생 '400만' 온라인 등교‥'2차 개학' 준비 총력""]"
"['KT, 7740개교 인터넷 무상 증속...""온라인 개학 전폭지원""']"
"['유은혜 부총리-최기영 장관, EBS 방문 2단계 온라인개학 시스템 점검']"
"['KT, 7740개교 인터넷 무상 증속...""온라인 개학 전폭지원""']"
['온라인개학 사이버폭력·스마트폰 중독 막아라']
"[""교사들이 EBS 온라인클래스에 '유튜브 링크' 거는 이유는?""]"
"['KT ""온라인 개학지원""…학교 인터넷 무료 증속']"
"['광주시교육청, 초등 온라인 개학 대비 사전 모의수업']"
"[""국민은행 'Liiv M', 초·중·고 온라인 개학 맞아 통신비 지원""]"
['인천교육청 신학기 온라인 개학 교육복지 공백 대책 마련']
['[자막뉴스] 2차 온라인 개학 코앞인데…‘EBS 온라인 클래스’ 또 오류']
"[""온라인 개학 '첫 발'… 등교길은 '잠시멈춤'""]"
"[""온라인 개학 '첫 발'… 등교길은 '잠시멈춤'""]"
"['KB국민은행 Liiv M, 초·중·고 온라인 개학 맞아 통신비 지원']"
"['EBS 온라인클래스 또 접속 불안정…""시스템 오류""']"
"['신한은행, 온라인 개학 맞아 교사들에게 금융교육 영상 콘텐츠 제공']"
"['KT, 온라인 개학 적극 지원']"
['추가 온라인개학 앞두고 13일 동시접속 테스트']
"['부산교육청, 온라인 수업 공동 교육과정 개설']"
['학생리포터…온라인 개학과 수능']
['박물·미술관 콘텐츠로 온라인 수업 풍성하게']
['2단계 온라인 개학 대비 준비 상황 점검']
['학생리포터…온라인 개학과 수능']
['박물·미술관 콘텐츠로 온라인 수업 풍성하게']
"['KB국민은행 Liiv M(리브모바일), 초·중·고 온라인 개학 맞아 통신비 지원']"
['2단계 온라인 개학 대비 준비 상황 점검']
"[""아이스크림에듀, '타사이트 인터넷접속 금지'와 '양방향 학습' 온라인 개학 지원 서비스 오픈""]"
['[시론] 온라인 개학의 두 가지 딜레마']
"['수자원공사, 온라인 개학 대비 컴퓨터 750대 기증']"
"['KT, 초·중·고교 인터넷 속도 높여 온라인 개학 돕는다']"
"[""'먹통 또 먹통' EBS 온라인클래스, 오늘도 접속오류 발생""]"
"['4.15총선 투표소 학교, 16일 오후 1시부터 온라인개학']"
"['4.15총선 투표소 학교, 16일 오후 1시부터 온라인개학']"
"['KT, 초중고 인터넷 무상 증속...온라인 개학 지원']"
"['KT, 온라인 개학 지원 위한 학교 인터넷 속도 증속']"
"['[코로나19]""원격수업, 박물관-미술관 온라인 콘텐츠 활용하세요""']"
"['경기도, ‘학교밖청소년지원센터’ 4월 13일 온라인 개학']"
"['[뉴스워커_KB국민은행] Liiv M(리브모바일), 초·중·고 온라인 개학 맞아 통신비 지원']"
"['저작권 교육 콘텐츠, 온라인수업 위해 무료 배포']"
"[""서산시, 온라인 개학 대비 정보화 취약계층 학생에 '그린PC 보급' 완료""]"
"['[동정] 교육부·과기부 장관, EBS서 온라인개학 준비 점검']"
"[""Sh수협은행, 송파구 지역아동센터 19곳 '사랑해PC' 기증·온라인 개학 지원""]"
"[""서산시, 온라인 개학 대비 정보화 취약계층 학생에 '그린PC 보급' 완료""]"
"['교과과정 연계 국립 박물관미술관 콘텐츠, 온라인 수업에 활용']"
"['[동정] 교육부·과기부 장관, EBS서 온라인개학 준비 점검']"
"[""Sh수협은행, 송파구 지역아동센터 19곳 '사랑해PC' 기증·온라인 개학 지원""]"
['EBS 온라인클래스 또 접속 불안정…학생들 ‘불편’']
"['전남교육청, 온라인개학 확대 대비 미비점 보완 총력']"
"['KT, 교육청·학교 인터넷 속도 무상 증속…온라인 개학 지원']"
"['경남교육청, 16일 2단계 온라인 개학 대비 전 초중고 동시 접속 점검']"
"['KT, 안정적 온라인 개학 위해 학교·교육청 인터넷 증속']"
"['16일, 초중고 312만7000명 2차 개학']"
"['16일, 초중고 312만7000명 2차 개학']"
"['신한생명, 소외아동을 위한 온라인 강의용 컴퓨터 지원']"
"['KINS, 2차 온라인 개학 앞두고 취약계층에 노트북 20대 제공']"
['2단계 온라인 개학 앞두고 준비 상황 점검']
"['교육부, 16일 2단계 온라인 개학 앞두고 인프라 점검']"
"['KT, 학교 인터넷 증속으로 온라인 개학 지원']"
"['대구교육청, 특수학교 안정적 온라인 개학 현장지원']"
"[""온라인 개학 교육현장에 '저작권 교육용 콘텐츠' 무료 배포""]"
['초등학교 온라인 개학 시간표 살펴보는 유은혜 부총리']
['여전한 장애·출석 오류… 접속 3배 급증 ‘2차 개학’ 어쩌나']
['초등학교 온라인 개학 시간표 살펴보는 유은혜 부총리']
['여전한 장애·출석 오류… 접속 3배 급증 ‘2차 개학’ 어쩌나']
